Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201502047,1/25/15,11:29,1S03B,Operational,0.73,0.92,0.83,<1,<1
201502312,1/29/15,11:10,1S03B,Operational,0.69,0.96,0.83,<1,<1
201502465,1/31/15,11:32,1S03A,Operational,0.71,0.96,0.83,<1,<1
201502466,1/31/15,12:16,1S03B,Operational,0.68,0.92,0.83,<1,<1
201502986,2/7/15,12:22,1S03A,Operational,0.83,1.11,0.83,<1,<1
201503197,2/10/15,11:39,1S07,Operational,0.6,0.99,0.83,<1,<1
201503198,2/10/15,10:26,1S03A,Operational,0.81,1.03,0.83,<1,<1
201503280,2/11/15,10:49,1S03B,Operational,0.75,1.09,0.83,<1,<1
201503895,2/19/15,11:04,1S04,Operational,0.53,1.02,0.83,<1,<1
201503898,2/19/15,11:21,1S03B,Operational,0.74,1.03,0.83,<1,<1
201504304,2/24/15,11:01,1S04,Operational,0.66,1.04,0.83,<1,<1
201504305,2/24/15,11:40,1S07,Operational,0.67,1.01,0.83,<1,<1
201504306,2/24/15,11:30,1S03A,Operational,0.77,1.11,0.83,<1,<1
201504307,2/24/15,11:52,1S03B,Operational,0.71,1.09,0.83,<1,<1
201504962,3/4/15,11:33,1S03A,Operational,0.79,0.96,0.83,<1,<1
201505541,3/11/15,10:14,1S03A,Operational,0.73,1.17,0.83,<1,<1
201505542,3/11/15,11:00,1S03B,Operational,0.67,1.07,0.83,<1,<1
201506479,3/22/15,12:15,1S07,Operational,0.57,1.2,0.83,<1,<1
201506480,3/22/15,11:40,1S03A,Operational,0.77,1.23,0.83,<1,<1
201506546,3/23/15,9:51,1S03B,Operational,0.61,1.15,0.83,<1,<1
201506967,3/28/15,11:51,1S07,Operational,0.63,1.23,0.83,<1,<1
201506969,3/28/15,11:01,1S03B,Operational,0.6,1.27,0.83,<1,<1
201507893,4/8/15,11:55,1S04,Operational,0.67,1.29,0.83,<1,<1
201507896,4/8/15,11:21,1S03B,Operational,0.61,1.27,0.83,<1,<1
201508691,4/17/15,9:20,1S03A,Operational,0.76,0.91,0.83,<1,<1
201508692,4/17/15,12:29,1S03B,Operational,0.61,0.96,0.83,<1,<1
201508917,4/20/15,11:38,1S07,Operational,0.66,0.9,0.83,<1,<1
201509000,4/21/15,11:48,1S04,Operational,0.57,0.95,0.83,<1,<1
201509001,4/21/15,11:13,1S07,Operational,0.52,0.99,0.83,<1,<1
201509003,4/21/15,10:42,1S03B,Operational,0.75,0.97,0.83,<1,<1
201509088,4/22/15,11:47,1S04,Operational,0.75,0.92,0.83,<1,<1
201509089,4/22/15,10:26,1S07,Operational,0.7,1.02,0.83,<1,<1
201509186,4/23/15,11:34,1S04,Operational,0.65,0.86,0.83,<1,<1
201509187,4/23/15,9:19,1S07,Operational,0.64,0.95,0.83,<1,<1
201509188,4/23/15,9:00,1S03A,Operational,0.7,0.75,0.83,<1,<1
201509189,4/23/15,10:08,1S03B,Operational,0.77,0.87,0.83,<1,<1
201509505,4/27/15,10:08,1S04,Operational,0.8,0.76,0.83,<1,<1
201509506,4/27/15,12:49,1S07,Operational,0.73,0.74,0.83,<1,<1
201510052,5/3/15,11:02,1S04,Operational,0.74,0.9,0.83,<1,<1
201510053,5/3/15,11:14,1S07,Operational,0.63,1,0.83,<1,<1
201510054,5/3/15,12:09,1S03A,Operational,0.74,1,0.83,<1,<1
201510055,5/3/15,12:39,1S03B,Operational,0.63,0.91,0.83,<1,<1
201510118,5/4/15,12:21,1S04,Operational,0.77,0.96,0.83,<1,<1
201510119,5/4/15,10:41,1S07,Operational,0.59,0.95,0.83,<1,<1
201510120,5/4/15,11:57,1S03A,Operational,0.73,1,0.83,<1,<1
201510121,5/4/15,12:30,1S03B,Operational,0.64,0.94,0.83,<1,<1
201510209,5/5/15,11:28,1S04,Operational,0.8,0.94,0.83,<1,<1
201510217,5/5/15,14:03,24350,Compliance,0.37,1.1,0.83,<1,<1
201510220,5/5/15,9:59,32350,Compliance,0.39,0.9,0.83,<1,<1
201510221,5/5/15,11:54,33450,Compliance,0.61,1.35,0.83,<1,<1
201510222,5/5/15,11:05,33950,Compliance,0.53,0.83,0.83,<1,<1
201510223,5/5/15,9:15,37950,Compliance,0.37,1.03,0.83,<1,<1
201510228,5/5/15,9:22,45250,Compliance,0.25,1.03,0.83,<1,<1
201510230,5/5/15,10:54,50750,Compliance,0.22,0.92,0.83,<1,<1
201510233,5/5/15,11:35,58650,Compliance,0.26,0.95,0.83,<1,<1
201510323,5/6/15,12:02,1S07,Operational,0.83,0.89,0.83,<1,<1
201510454,5/7/15,10:37,1S04,Operational,0.71,0.88,0.83,<1,<1
201510722,5/9/15,11:46,1S04,Operational,0.76,1.01,0.83,<1,<1
201510723,5/9/15,12:20,1S07,Operational,0.75,1.02,0.83,<1,<1
201510724,5/9/15,10:29,1S03A,Operational,0.74,1.03,0.83,<1,<1
201510725,5/9/15,11:05,1S03B,Operational,0.62,1.07,0.83,<1,<1
201510859,5/11/15,10:48,1S07,Operational,0.68,0.97,0.83,<1,<1
201510868,5/11/15,9:17,1SCL1,Operational,0.95,0.71,0.83,<1,<1
201511068,5/13/15,9:24,1SCL1,Operational,0.87,0.75,0.83,<1,<1
201511411,5/17/15,11:54,1S04,Operational,0.66,1.11,0.83,<1,<1
201511412,5/17/15,11:46,1S07,Operational,0.65,1.02,0.83,<1,<1
201511414,5/17/15,11:16,1S03B,Operational,0.72,0.92,0.83,<1,<1
201511477,5/18/15,12:35,1S04,Operational,0.73,0.91,0.83,<1,<1
201511480,5/18/15,11:54,1S03B,Operational,0.76,1.13,0.83,<1,<1
201511756,5/21/15,11:11,1S04,Operational,0.71,0.89,0.83,<1,<1
201511757,5/21/15,12:17,1S07,Operational,0.65,0.89,0.83,<1,<1
201511758,5/21/15,11:22,1S03A,Operational,0.71,0.81,0.83,<1,<1
201511759,5/21/15,10:20,1S03B,Operational,0.71,0.8,0.83,<1,<1
201511767,5/21/15,8:54,1SCH4,Operational,0.54,0.95,0.83,<1,<1
201511842,5/22/15,10:38,1S04,Operational,0.71,0.82,0.83,<1,<1
201511847,5/22/15,8:36,1SCH4,Operational,0.51,0.83,0.83,<1,<1
201511945,5/23/15,11:57,1S07,Operational,0.54,0.92,0.83,<1,<1
201512013,5/24/15,10:20,1S04,Operational,0.67,0.82,0.83,<1,<1
201512014,5/24/15,11:54,1S07,Operational,0.71,0.85,0.83,<1,<1
201512015,5/24/15,11:14,1S03A,Operational,0.81,1.07,0.83,<1,<1
201512016,5/24/15,12:10,1S03B,Operational,0.78,0.94,0.83,<1,<1
201512018,5/24/15,9:32,1SCH4,Operational,0.65,0.9,0.83,<1,<1
201512154,5/26/15,10:27,1S03B,Operational,0.57,0.98,0.83,<1,<1
201635423,1/27/16,11:41,1SCL1,Operational,0.89,0.38,0.83,<1,<1
201636626,2/9/16,10:38,1SCL1,Operational,0.83,0.55,0.83,<1,<1
201636850,2/11/16,10:45,1SCL1,Operational,0.76,0.25,0.83,<1,<1
201641722,3/31/16,10:09,1SCL1,Operational,0.74,0.11,0.83,<1,<1
201644365,4/25/16,9:04,1SCH3,Operational,0.62,0.28,0.83,<1,<1
201647574,5/28/16,9:27,1SCL1,Operational,0.84,0.19,0.83,<1,<1
201818203,6/19/18,9:30,1SCL1,Operational,0.79,0.15,0.83,<1,<1
201818331,6/20/18,8:46,1SCL1,Operational,0.9,0.2,0.83,<1,<1
201818714,6/23/18,8:58,1SCL1,Operational,0.93,0.22,0.83,<1,<1
201819162,6/27/18,8:36,1SCL1,Operational,0.95,0.15,0.83,<1,<1
201819766,7/2/18,10:37,1SCL1,Operational,0.97,0.18,0.83,<1,<1
201819876,7/3/18,9:37,1SCL1,Operational,0.87,0.18,0.83,<1,<1
201820525,7/9/18,10:42,1SCL1,Operational,0.82,0.23,0.83,<1,<1
202103319,1/29/21,9:19,1SCH3,Operational,0.62,0.1,0.83,<1,<1
202111848,4/15/21,10:42,1SCH3,Operational,0.46,0.1,0.83,<1,<1
201500211,1/4/15,10:53,1S07,Operational,0.63,1.03,0.82,<1,<1
201500269,1/5/15,9:36,1S07,Operational,0.59,1.27,0.82,<1,<1
201500345,1/6/15,11:45,22950,Compliance,0.54,1.15,0.82,<1,<1
201500356,1/6/15,10:35,47550,Compliance,0.38,1.16,0.82,<1,<1
201500426,1/6/15,9:35,51450,Compliance,0.79,0.99,0.82,<1,<1
201500488,1/7/15,11:19,1S03B,Operational,0.69,1.1,0.82,<1,<1
201500764,1/9/15,12:29,1S07,Operational,0.67,1.12,0.82,<1,<1
201500835,1/10/15,10:21,19000,Operational,0.92,1.14,0.82,<1,<1
201500958,1/12/15,10:31,1S03A,Operational,0.78,1.06,0.82,<1,<1
201500959,1/12/15,9:57,1S03B,Operational,0.85,1.01,0.82,<1,<1
201500961,1/12/15,10:01,1S04,Operational,0.63,1.04,0.82,<1,<1
201500962,1/12/15,11:59,1S07,Operational,0.62,1.05,0.82,<1,<1
201501274,1/15/15,11:04,1S03B,Operational,0.7,0.95,0.82,<1,<1
201501275,1/15/15,10:25,1S04,Operational,0.64,1.03,0.82,<1,<1
201501366,1/16/15,11:43,1S03A,Operational,0.82,1.06,0.82,<1,<1
201501368,1/16/15,10:09,1S04,Operational,0.68,1.16,0.82,<1,<1
201501466,1/17/15,10:13,1S03A,Operational,0.83,1.02,0.82,<1,<1
201501467,1/17/15,10:52,1S03B,Operational,0.69,1.04,0.82,<1,<1
201501468,1/17/15,11:33,1S04,Operational,0.54,1.05,0.82,<1,<1
201501470,1/17/15,12:05,1S07,Operational,0.6,1.03,0.82,<1,<1
201501525,1/18/15,12:46,1S03B,Operational,0.73,0.98,0.82,<1,<1
201501531,1/18/15,12:13,1S04,Operational,0.58,0.96,0.82,<1,<1
201501585,1/19/15,10:20,1S04,Operational,0.49,1.02,0.82,<1,<1
201501758,1/21/15,10:21,1S04,Operational,0.45,0.93,0.82,<1,<1
201501759,1/21/15,11:20,1S07,Operational,0.66,0.94,0.82,<1,<1
201501981,1/24/15,10:08,1S04,Operational,0.63,0.94,0.82,<1,<1
201501982,1/24/15,12:26,1S07,Operational,0.75,0.93,0.82,<1,<1
201501983,1/24/15,11:10,1S03A,Operational,0.85,0.95,0.82,<1,<1
201501984,1/24/15,10:40,1S03B,Operational,0.61,0.92,0.82,<1,<1
201502246,1/28/15,9:54,1S04,Operational,0.61,0.93,0.82,<1,<1
201502248,1/28/15,10:22,1S03A,Operational,0.85,1.04,0.82,<1,<1
201502249,1/28/15,10:56,1S03B,Operational,0.74,0.9,0.82,<1,<1
201502303,1/28/15,11:39,1S07,Operational,0.51,0.99,0.82,<1,<1
201502524,2/1/15,11:42,1S03A,Operational,0.85,0.98,0.82,<1,<1
201502525,2/1/15,12:24,1S03B,Operational,0.67,1.01,0.82,<1,<1
201502585,2/2/15,12:41,1S04,Operational,0.56,0.95,0.82,<1,<1
201502587,2/2/15,11:17,1S03A,Operational,0.74,0.94,0.82,<1,<1
201502588,2/2/15,11:57,1S03B,Operational,0.71,1,0.82,<1,<1
201502738,2/4/15,9:27,1S03A,Operational,0.85,1.03,0.82,<1,<1
201502739,2/4/15,10:10,1S03B,Operational,0.79,0.98,0.82,<1,<1
201502741,2/4/15,11:36,18650,Compliance,0.68,0.93,0.82,<1,<1
201502742,2/4/15,11:15,23450,Compliance,0.51,1.11,0.82,<1,<1
201502744,2/4/15,9:41,31750,Compliance,0.35,0.93,0.82,<1,<1
201502745,2/4/15,10:39,31850,Compliance,0.45,1.04,0.82,<1,<1
201502750,2/4/15,10:14,38250,Compliance,0.41,1.05,0.82,<1,<1
201502751,2/4/15,9:24,39650,Compliance,0.4,1.07,0.82,<1,<1
201502752,2/4/15,11:15,44350,Compliance,0.48,1,0.82,<1,<1
201502759,2/4/15,8:39,77650,Compliance,0.5,1.05,0.82,<1,<1
201502832,2/5/15,11:09,1S03B,Operational,0.69,1.04,0.82,<1,<1
201502905,2/6/15,10:23,1S04,Operational,0.54,1.02,0.82,<1,<1
201502906,2/6/15,10:36,1S07,Operational,0.55,1.12,0.82,<1,<1
201502907,2/6/15,8:47,1S03A,Operational,0.79,1.08,0.82,<1,<1
201502908,2/6/15,9:51,1S03B,Operational,0.7,0.95,0.82,<1,<1
201502987,2/7/15,11:30,1S03B,Operational,0.67,1.07,0.82,<1,<1
201503196,2/10/15,10:25,1S04,Operational,0.7,1.02,0.82,<1,<1
201503277,2/11/15,10:19,1S04,Operational,0.66,1.15,0.82,<1,<1
201503513,2/14/15,10:47,1S07,Operational,0.63,1.25,0.82,<1,<1
201503515,2/14/15,9:17,1S03B,Operational,0.64,1.21,0.82,<1,<1
201503674,2/16/15,10:22,1S03A,Operational,0.83,1.2,0.82,<1,<1
201503814,2/18/15,10:27,1S04,Operational,0.62,1.04,0.82,<1,<1
201503816,2/18/15,10:07,1S03A,Operational,0.84,1.11,0.82,<1,<1
201503817,2/18/15,10:45,1S03B,Operational,0.75,1.13,0.82,<1,<1
201503896,2/19/15,9:33,1S07,Operational,0.6,1.1,0.82,<1,<1
201503897,2/19/15,13:31,1S03A,Operational,0.74,1.08,0.82,<1,<1
201504043,2/20/15,9:47,1S03A,Operational,0.78,1.12,0.82,<1,<1
201504044,2/20/15,10:19,1S03B,Operational,0.66,1.16,0.82,<1,<1
201504000,2/21/15,10:26,1S04,Operational,0.6,1.08,0.82,<1,<1
201504961,3/4/15,9:43,1S07,Operational,0.58,1.02,0.82,<1,<1
201505059,3/5/15,11:15,1S03A,Operational,0.72,1.15,0.82,<1,<1
201505060,3/5/15,11:53,1S03B,Operational,0.63,1.13,0.82,<1,<1
201505442,3/10/15,11:48,1S03A,Operational,0.75,0.9,0.82,<1,<1
201505443,3/10/15,12:22,1S03B,Operational,0.6,0.97,0.82,<1,<1
201506234,3/19/15,10:08,1S03A,Operational,0.73,0.94,0.82,<1,<1
201506235,3/19/15,10:43,1S03B,Operational,0.68,0.93,0.82,<1,<1
201506478,3/22/15,13:30,1S04,Operational,0.67,1.1,0.82,<1,<1
201506481,3/22/15,12:52,1S03B,Operational,0.58,1.12,0.82,<1,<1
201506543,3/23/15,10:56,1S04,Operational,0.65,1.19,0.82,<1,<1
201506544,3/23/15,11:38,1S07,Operational,0.66,1.27,0.82,<1,<1
201506545,3/23/15,9:24,1S03A,Operational,0.7,1.22,0.82,<1,<1
201506966,3/28/15,10:17,1S04,Operational,0.63,1.3,0.82,<1,<1
201507364,4/2/15,10:18,1S03A,Operational,0.78,1.2,0.82,<1,<1
201507756,4/7/15,10:49,1S03A,Operational,0.75,1.14,0.82,<1,<1
201507760,4/7/15,10:16,22250,Compliance,0.42,1.17,0.82,<1,<1
201507894,4/8/15,11:34,1S07,Operational,0.62,1.29,0.82,<1,<1
201507895,4/8/15,10:51,1S03A,Operational,0.66,1.17,0.82,<1,<1
201508369,4/14/15,11:35,1S03A,Operational,0.83,1.3,0.82,<1,<1
201508370,4/14/15,12:02,1S03B,Operational,0.54,1.04,0.82,<1,<1
201508594,4/16/15,11:00,1S03A,Operational,0.73,1.06,0.82,<1,<1
201508781,4/18/15,12:09,1S03A,Operational,0.74,0.97,0.82,<1,<1
201508782,4/18/15,11:37,1S03B,Operational,0.74,1,0.82,<1,<1
201508852,4/19/15,11:32,1S03A,Operational,0.55,1.01,0.82,<1,<1
201508853,4/19/15,12:06,1S03B,Operational,0.62,0.89,0.82,<1,<1
201508916,4/20/15,12:34,1S04,Operational,0.7,0.84,0.82,<1,<1
201509303,4/24/15,10:34,1S04,Operational,0.64,0.84,0.82,<1,<1
201509304,4/24/15,12:10,1S07,Operational,0.57,0.96,0.82,<1,<1
201509306,4/24/15,11:28,1S03B,Operational,0.62,0.85,0.82,<1,<1
201509507,4/27/15,12:13,1S03A,Operational,0.85,0.86,0.82,<1,<1
201509508,4/27/15,11:13,1S03B,Operational,0.68,0.82,0.82,<1,<1
201509670,4/29/15,9:52,1S04,Operational,0.76,0.81,0.82,<1,<1
201509671,4/29/15,11:39,1S07,Operational,0.66,0.82,0.82,<1,<1
201509672,4/29/15,11:10,1S03A,Operational,0.85,0.85,0.82,<1,<1
201509673,4/29/15,10:32,1S03B,Operational,0.72,1.02,0.82,<1,<1
201510218,5/5/15,12:09,31750,Compliance,0.53,0.98,0.82,<1,<1
201510219,5/5/15,11:10,31850,Compliance,0.23,0.84,0.82,<1,<1
201510224,5/5/15,10:01,38250,Compliance,0.34,0.88,0.82,<1,<1
201510225,5/5/15,9:06,39650,Compliance,0.29,1.03,0.82,<1,<1
201510227,5/5/15,9:54,44350,Compliance,0.5,0.93,0.82,<1,<1
201510229,5/5/15,10:47,50250,Compliance,0.5,1.06,0.82,<1,<1
201510231,5/5/15,10:00,50850,Compliance,0.37,1.01,0.82,<1,<1
201510232,5/5/15,10:06,52050,Compliance,0.34,1,0.82,<1,<1
201510234,5/5/15,12:03,77650,Compliance,0.47,0.97,0.82,<1,<1
201510322,5/6/15,11:59,1S04,Operational,0.68,0.91,0.82,<1,<1
201510731,5/9/15,8:48,1SCL1,Operational,1.09,0.71,0.82,<1,<1
201510793,5/10/15,9:37,1S04,Operational,0.86,0.96,0.82,<1,<1
201510795,5/10/15,12:04,1S03A,Operational,0.85,1.06,0.82,<1,<1
201510861,5/11/15,12:49,1S03B,Operational,0.55,1.06,0.82,<1,<1
201510951,5/12/15,13:41,1S03B,Operational,0.74,1.03,0.82,<1,<1
201511066,5/13/15,12:29,1S03A,Operational,0.81,1.01,0.82,<1,<1
201511155,5/14/15,11:59,1S04,Operational,0.73,0.91,0.82,<1,<1
201511157,5/14/15,10:29,1S03A,Operational,0.78,0.89,0.82,<1,<1
201511256,5/15/15,12:02,1S04,Operational,0.8,0.97,0.82,<1,<1
201511259,5/15/15,11:05,1S03B,Operational,0.73,0.92,0.82,<1,<1
201511337,5/16/15,11:50,1S04,Operational,0.81,0.89,0.82,<1,<1
201511338,5/16/15,12:29,1S07,Operational,0.68,0.92,0.82,<1,<1
201511340,5/16/15,11:41,1S03B,Operational,0.62,0.87,0.82,<1,<1
201511478,5/18/15,12:18,1S07,Operational,0.57,1.33,0.82,<1,<1
201511479,5/18/15,11:13,1S03A,Operational,0.8,1.18,0.82,<1,<1
201511564,5/19/15,10:51,1S04,Operational,0.78,0.89,0.82,<1,<1
201511565,5/19/15,12:21,1S07,Operational,0.64,0.86,0.82,<1,<1
201511566,5/19/15,10:28,1S03A,Operational,0.67,0.8,0.82,<1,<1
201511567,5/19/15,10:47,1S03B,Operational,0.7,0.91,0.82,<1,<1
201511579,5/19/15,9:52,1SCH4,Operational,0.51,1.19,0.82,<1,<1
201511663,5/20/15,12:59,1S07,Operational,0.66,0.95,0.82,<1,<1
201511664,5/20/15,10:42,1S03A,Operational,0.74,1.06,0.82,<1,<1
201511665,5/20/15,11:37,1S03B,Operational,0.67,0.89,0.82,<1,<1
201511843,5/22/15,11:53,1S07,Operational,0.62,0.82,0.82,<1,<1
201511844,5/22/15,11:08,1S03A,Operational,0.71,0.88,0.82,<1,<1
201511845,5/22/15,10:39,1S03B,Operational,0.71,0.75,0.82,<1,<1
201512241,5/27/15,8:46,1S07,Operational,0.67,0.97,0.82,<1,<1
201512242,5/27/15,10:05,1S03A,Operational,0.82,0.89,0.82,<1,<1
201512243,5/27/15,10:45,1S03B,Operational,0.75,0.84,0.82,<1,<1
201512245,5/27/15,8:38,1SCH4,Operational,0.5,0.95,0.82,<1,<1
201635852,2/1/16,11:18,1SCL1,Operational,0.69,0.54,0.82,<1,<1
201641723,3/31/16,10:06,1SCH4,Operational,0.4,<0.10,0.82,<1,<1
201642789,4/10/16,10:11,1SCL1,Operational,0.82,0.11,0.82,<1,<1
201642790,4/10/16,9:59,1SCH3,Operational,0.58,0.13,0.82,<1,<1
201653029,7/17/16,12:32,1SCL1,Operational,0.86,0.17,0.82,<1,<1
201655491,8/7/16,9:26,1SCL1,Operational,0.8,0.21,0.82,<1,<1
201816474,6/5/18,8:56,1SCL1,Operational,0.85,0.25,0.82,<1,<1
201817801,6/15/18,11:22,1SCL1,Operational,0.74,0.19,0.82,<1,<1
201819435,6/29/18,8:26,1SCL1,Operational,0.91,0.3,0.82,<1,<1
201820347,7/7/18,9:24,1SCL1,Operational,0.87,0.17,0.82,<1,<1
201820441,7/8/18,12:13,1SCL1,Operational,0.91,0.2,0.82,<1,<1
201833358,11/3/18,9:14,1SCL1,Operational,1.08,0.21,0.82,<1,<1
202037131,12/20/20,11:52,1SCL1,Operational,0.77,0.12,0.82,<1,<1
202102625,1/23/21,10:38,1SCH3,Operational,0.56,0.11,0.82,<1,<1
202103101,1/27/21,9:59,1SCH3,Operational,0.62,0.12,0.82,<1,<1
202103572,1/31/21,11:48,1SCH3,Operational,0.72,0.1,0.82,<1,<1
202107344,3/8/21,9:04,1SCL1,Operational,0.57,0.18,0.82,<1,<1
202109910,3/31/21,10:25,1SCH3,Operational,0.56,<0.10,0.82,<1,<1
202114121,5/6/21,9:07,1SCH3,Operational,0.62,<0.10,0.82,<1,<1
201500152,1/3/15,11:41,1S07,Operational,0.74,1.08,0.81,<1,<1
201500153,1/3/15,11:53,1S04,Operational,0.57,1.1,0.81,<1,<1
201500154,1/3/15,12:30,1S03A,Operational,0.8,1.12,0.81,<1,<1
201500155,1/3/15,12:15,1S03B,Operational,0.74,1.12,0.81,<1,<1
201500210,1/4/15,11:36,1S04,Operational,0.68,1.12,0.81,<1,<1
201500212,1/4/15,12:01,1S03A,Operational,0.96,1.01,0.81,<1,<1
201500213,1/4/15,12:34,1S03B,Operational,0.9,0.99,0.81,<1,<1
201500268,1/5/15,10:14,1S04,Operational,0.74,1.01,0.81,<1,<1
201500270,1/5/15,9:58,1S03A,Operational,0.91,1.22,0.81,<1,<1
201500271,1/5/15,9:25,1S03B,Operational,0.87,1.08,0.81,<1,<1
201500351,1/6/15,9:41,33550,Compliance,0.57,1.02,0.81,<1,<1
201500756,1/9/15,12:29,1S03B,Operational,0.79,1.12,0.81,<1,<1
201500757,1/9/15,13:04,1S04,Operational,0.58,1.11,0.81,<1,<1
201500774,1/9/15,12:03,19000,Operational,0.76,1.15,0.81,<1,<1
201500821,1/10/15,10:52,1S03B,Operational,0.74,1.13,0.81,<1,<1
201500883,1/11/15,10:35,1S03A,Operational,0.79,1.1,0.81,<1,<1
201500884,1/11/15,10:52,1S03B,Operational,0.64,1.16,0.81,<1,<1
201500889,1/11/15,12:45,1S04,Operational,0.58,1.3,0.81,<1,<1
201500890,1/11/15,13:27,1S07,Operational,0.68,1.23,0.81,<1,<1
201501078,1/13/15,12:15,1S03A,Operational,0.84,1.17,0.81,<1,<1
201501086,1/13/15,12:04,1S07,Operational,0.61,1.03,0.81,<1,<1
201501196,1/14/15,10:08,1S04,Operational,0.67,1.06,0.81,<1,<1
201501273,1/15/15,12:12,1S03A,Operational,0.85,1.02,0.81,<1,<1
201501367,1/16/15,11:10,1S03B,Operational,0.76,1.09,0.81,<1,<1
201501373,1/16/15,9:26,1S07,Operational,0.66,1.1,0.81,<1,<1
201502173,1/27/15,11:19,1S04,Operational,0.58,0.95,0.81,<1,<1
201502174,1/27/15,10:13,1S07,Operational,0.43,0.98,0.81,<1,<1
201502175,1/27/15,9:47,1S03A,Operational,0.95,0.93,0.81,<1,<1
201502176,1/27/15,10:30,1S03B,Operational,0.82,0.96,0.81,<1,<1
201502389,1/30/15,10:06,1S04,Operational,0.58,0.94,0.81,<1,<1
201502391,1/30/15,10:12,1S03A,Operational,0.86,0.97,0.81,<1,<1
201502522,2/1/15,13:17,1S04,Operational,0.52,0.97,0.81,<1,<1
201502523,2/1/15,12:37,1S07,Operational,0.54,1,0.81,<1,<1
201502586,2/2/15,11:52,1S07,Operational,0.55,0.89,0.81,<1,<1
201502660,2/3/15,12:27,1S03A,Operational,0.84,1.11,0.81,<1,<1
201502736,2/4/15,11:46,1S04,Operational,0.52,1.13,0.81,<1,<1
201502737,2/4/15,11:16,1S07,Operational,0.56,1.02,0.81,<1,<1
201502740,2/4/15,9:06,15150,Compliance,0.52,0.99,0.81,<1,<1
201502743,2/4/15,9:32,24350,Compliance,0.48,1.09,0.81,<1,<1
201502747,2/4/15,11:46,33450,Compliance,0.47,0.98,0.81,<1,<1
201502748,2/4/15,10:55,33950,Compliance,0.51,1.11,0.81,<1,<1
201502749,2/4/15,12:24,37950,Compliance,0.47,1.08,0.81,<1,<1
201502753,2/4/15,10:55,45250,Compliance,0.44,0.94,0.81,<1,<1
201502755,2/4/15,10:55,50750,Compliance,0.59,0.9,0.81,<1,<1
201502756,2/4/15,10:08,50850,Compliance,0.64,0.93,0.81,<1,<1
201502757,2/4/15,10:56,52050,Compliance,0.55,0.91,0.81,<1,<1
201502822,2/4/15,11:59,50250,Compliance,0.7,1.12,0.81,<1,<1
201502829,2/5/15,14:45,1S04,Operational,0.51,1.03,0.81,<1,<1
201502830,2/5/15,10:17,1S07,Operational,0.52,1.07,0.81,<1,<1
201502831,2/5/15,10:16,1S03A,Operational,0.73,1.05,0.81,<1,<1
201502985,2/7/15,11:25,1S07,Operational,0.63,1.11,0.81,<1,<1
201503051,2/8/15,12:34,1S07,Operational,0.56,1.05,0.81,<1,<1
201503052,2/8/15,10:27,1S03A,Operational,0.72,1.06,0.81,<1,<1
201503053,2/8/15,11:21,1S03B,Operational,0.63,0.95,0.81,<1,<1
201503278,2/11/15,12:14,1S07,Operational,0.6,1,0.81,<1,<1
201503512,2/14/15,8:40,1S04,Operational,0.63,1.25,0.81,<1,<1
201503514,2/14/15,9:56,1S03A,Operational,0.8,1.25,0.81,<1,<1
201503585,2/15/15,10:55,1S04,Operational,0.57,1.15,0.81,<1,<1
201503672,2/16/15,11:26,1S04,Operational,0.58,1.16,0.81,<1,<1
201503673,2/16/15,13:41,1S07,Operational,0.64,1.12,0.81,<1,<1
201503675,2/16/15,10:49,1S03B,Operational,0.79,1.14,0.81,<1,<1
201503731,2/17/15,11:16,1S03B,Operational,0.74,1.18,0.81,<1,<1
201503812,2/17/15,12:58,1S04,Operational,0.6,1.14,0.81,<1,<1
201503815,2/18/15,11:50,1S07,Operational,0.69,1.12,0.81,<1,<1
201504041,2/20/15,11:26,1S04,Operational,0.69,1.06,0.81,<1,<1
201504042,2/20/15,10:57,1S07,Operational,0.62,1.1,0.81,<1,<1
201504001,2/21/15,10:54,1S07,Operational,0.61,1.05,0.81,<1,<1
201504003,2/21/15,11:00,1S03B,Operational,0.7,1.05,0.81,<1,<1
201504218,2/23/15,12:55,1S04,Operational,0.62,1.02,0.81,<1,<1
201504540,2/27/15,9:28,1S04,Operational,0.59,1.08,0.81,<1,<1
201504541,2/27/15,11:08,1S07,Operational,0.66,1.13,0.81,<1,<1
201504614,2/27/15,10:40,1S03B,Operational,0.57,1.06,0.81,<1,<1
201504617,2/28/15,10:49,1S04,Operational,0.6,1.01,0.81,<1,<1
201504618,2/28/15,11:35,1S07,Operational,0.65,1.05,0.81,<1,<1
201504620,2/28/15,11:49,1S03B,Operational,0.67,1.12,0.81,<1,<1
201504881,3/3/15,9:58,31450,Compliance,0.61,1.08,0.81,<1,<1
201504885,3/3/15,11:00,36950,Compliance,0.69,1.06,0.81,<1,<1
201504892,3/3/15,8:49,77750,Compliance,0.22,0.92,0.81,<1,<1
201504963,3/4/15,10:32,1S03B,Operational,0.73,1,0.81,<1,<1
201505057,3/5/15,12:40,1S04,Operational,0.65,0.99,0.81,<1,<1
201505058,3/5/15,11:03,1S07,Operational,0.61,1.08,0.81,<1,<1
201505139,3/6/15,9:51,1S04,Operational,0.65,1.11,0.81,<1,<1
201505140,3/6/15,11:53,1S07,Operational,0.65,1.1,0.81,<1,<1
